title,address,contentId,contentTypeId,tag,reason,cat1,cat2,cat3,cat1_name,cat2_name,cat3_name,mapx,mapy,overview
벵가스테이,제주특별자치도 서귀포시 성산읍 일주동로4120번길 23-20,1882274,12,mixed,indoor:리조트/숙박/식당/실내/카페 | outdoor:산/전망대/정원/해변 | mixed:관광단지,A02,A0202,A02020200,역사관광지,관광단지,관광단지,126.9100849593,33.4594882342,"제주 서귀포시 성산읍 일주동로에 위치한 벵가스테이는 성산일출봉을 배경으로 한 아름다운 숙박시설이다. 다양한 타입의 150개 객실과 정원, 수영장을 비롯해 실내어린이놀이터, 세미나실, 미팅룸, 식당 및 카페 등의 부대시설을 갖췄다. 본관 4층에는 일출전망대가 있어 투숙객 모두가 이곳에서 바다일출을 감사할 수 있다. 리조트는 본관과 별관, 신관의 세 동으로 구성되며 총 10가지 유형의 객실을 보유하고 있다. 객실에 따라 최소 2인부터 최대 6인까지 지낼 수 있으며 양실과 한실 중 선택이 가능하다. 전 객실에서 취사는 금지되어 있지만 냉장고, 전기포트, 전자레인지가 구비되어 있다. 주변 관광지로는 성산일출봉, 섭지코지, 아쿠아플라넷, 우도, 종달리해변, 광치기해변, 성읍민속마을 등이 있으며 공항으로부터 승용차로 약 50분이 소요된다."
별도봉,제주특별자치도 제주시 화북일동,1069292,12,outdoor,indoor:박물관 | outdoor:공원/산/오름/해수욕장/해안,A01,A0101,A01010400,자연관광지,국립공원,산,126.5531117946,33.5192286663,"별도봉은 화북악이라고 부르는 곳으로 제주항과 제주 앞바다가 한눈에 내려다보이는 오름이다. 별도봉은 화산 쇄설성(碎屑性) 퇴적암과 용암으로 이루어진 기생화산으로 화북일동의 동쪽 해안에 자리하고 있다. 정상봉에서 북측 사면의 등성이가 바다 쪽으로 뻗은 벼랑이 있다. 벼랑 밑 해안단에는 고래굴과 아기 업은 돌이라 불리는 기암이 있다. 낮은 산이지만 해안 절벽을 끼고 조성된 장수산책로가 있으며 연인과 가족들이 많이 찾는다. 주변에 국립제주박물관, 민속자연사박물관 등 제주의 역사와 문화를 소개한 박물관들이 있으며, 삼양해수욕장, 용담포구 등 제주의 푸른 바다를 즐길 수 있는 관광지들이 있어 연계관광으로도 좋다."
별돈별 정원본점,제주특별자치도 제주시 한경면 고산로8길 21-15,2854041,39,indoor,indoor:식당/음식점 | outdoor:산/정원/해안,A05,A0502,A05020100,음식점,한식,한식,126.1800961663,33.3088766061,"별돈별은 제주 한경면 고산초등학교 근처에 자리 잡은 매력적인 흑돼지 전문 식당으로, 신선한 재료와 아름다운 풍경이 조화를 이루는 곳이다. 이곳의 대표 메뉴는 ‘물결 흑돼지 오겹살’로, 제주산 흑돼지를 연탄불에 은은하게 구워내 육즙을 가득 머금은 부드럽고 깊은 맛이 일품이다. 적당한 두께감과 촉촉한 식감이 조화를 이루어 많은 미식가들의 사랑을 받고 있다. 넓고 아늑한 정원이 마련되어 있어 식사 전후로 산책을 즐기기에도 좋고, 특히 해 질 무렵 붉게 물드는 노을 풍경은 사진 찍기 좋은 명소로 유명하다. 인근에는 당산봉, 자구내포구, 수월봉, 엉알해안 같은 아름다운 제주 명소들이 위치해 있어 식사 전후로 여행 코스로 연계하기에도 안성맞춤이다."
별방진,제주특별자치도 제주시 구좌읍 하도리 3354 (구좌읍),128796,12,unknown,,A02,A0201,A02010200,역사관광지,고궁,성,126.8843912035,33.5262082208,"별방성은 1973년 4월 13일에 제주도 기념물로 지정되어 보호되고 있다. 별방성에 대해 '신증동국여지승람' 제주목 관방조에는 ‘별방성은 돌로 쌓았는데 둘레가 2,390자이고 높이는 7자이다. 중종 5년(1510)에 장림 목사가 이 땅이 우도(牛島)로 왜선이 가까이 댈 수 있는 곳이라 하여 성을 쌓고 김녕방호소를 이곳으로 옮기어 별방(別防)이라 이름하였다.’라고 하였고, 김상헌의 '남사록'에는 ‘별방성은 동·서·남에 세문이 있고 성 안에는 우물이 있으나 맛이 짜다. 지명은 옛날에 하도의탄리라 하였다.’라고 하였으며 ‘탐라지'에는 ‘북성에 대변청이 있고 중앙에는 객사(客舍), 별창(別倉), 군기고(軍器庫)가 있다.’라고 하였다. 박천형의 서계(書啓) 내용에는 ‘동쪽과 북쪽이 바다에 임하였고 성 안은 화북이나 조천에 비해 조금 넓으며 동·서·남에 세문과 성안에 두 우물이 있으나 포구의 공간이 몹시 좁고 뾰족 나온 돌모서리가 창 같이 날카로워 배를 정박할 수가 없다. 횃불을 비치해 경보하는 것이 좋을 듯하며 성을 설치하여 방어하는 데에는 적합한 곳이 아닌 듯하다.’라고 하였다. 헌종 14년(1848)에 장인식 목사가 이를 중수하였다.

◎ 한류의 매력을 만나는 여행 정보 - <부라보콘CF>
조선시대의 성곽에  ‘부’씨로 구성된 밴드와 함께 부승관이 올랐다. 제주를 개국했다는 고 씨, 양 씨, 부 씨 세 성씨 중 하나인 부 씨이다. 별방진이 위치한 제주도 구좌읍 하도리는 부 씨의 집성촌이다. 승관의 고향 제주에서도 의미 있는 지역이다. 별방진은 유채꽃 명소로, 이른 봄 노란 유채꽃과 어우러지는 검은 돌의 성곽이 매력적이다."
별헤는밤글램핑,제주특별자치도 제주시 애월읍 광상로 348,2752761,28,outdoor,outdoor:레포츠/캠핑/해변/해안,A03,A0302,A03021700,레포츠소개,수련시설,"야영장,오토캠핑장",126.3965576779,33.4433012497,"별헤는밤글램핑은 애월읍 유수암리 해발 200m에 위치해 있다. 5개 동의 글램핑과, 2개 동의 카라반 구성으로 되어 있으며 가까운 곳에 제주공항, 곽지해변, 협재해변, 이호테우 해변이 있고 해안도로를 따라 대형마트도 이용할 수 있다. 제주 서부권의 유명 여행지를 잇는 교통요지에 위치해 있어 캠핑과 관광을 동시에 즐길 수 있다. 카라반 내부는 침대를 비롯해 TV, 에어컨, 냉장고, 테이블, 소파가 있고 주방용품도 잘 갖춰 놓았다. 화장실과 샤워실도 내부에 있으며 넓은 공간을 자랑하는 돔 형태의 글램핑에는 침대, 에어컨, TV, 화장실, 샤워실 등이 있다. 아침이면 캠핑장 내 휴게실에서 조식을 무료로 제공해 주는 것도 장점이다. 밤이면 별이 쏟아지는 광경을 육안으로 감상할 수 있고 한치 잡이 배의 불빛과 밤바다를 마음껏 즐길 수 있다."
볕이드는곳벧디,제주특별자치도 제주시 은수길 65,2892239,39,indoor,indoor:시장/실내/음식점/카페 | outdoor:수목원/정원/해안,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.4871991809,33.4706857673,"볕이드는곳벧디는 제주시 한라수목원 근처에 있다. '벧디'는 볕이 잘 드는 곳이라는 뜻의 제주말로 오후 3시에서 5시 사이에 볕이 잘 드는 카페이다. 반려견 벧디와 버터가 있으며 정원에는 나무와 포토존이 있고 이를 실내에서 바라볼 수 있다. 다양한 브런치 메뉴와 케이크류, 커피, 에이드를 판매하며 반려견 동반이 가능하고 수목원길야시장을 함께 운영하고 있다. 주변 여행지로 한라수목원, 무지개 해안도로, 도두봉 등이 있다."
보덕사(제주),제주특별자치도 제주시 독짓골8길 26,315926,12,unknown,,A02,A0201,A02010800,역사관광지,고궁,사찰,126.5324919902,33.4917036061,"보덕사는 대한불교조계종 제23교구 본사 관음사의 말사로, 1943년 초가에 18평의 법당을 지음으로써 창건되었다. 보덕사 대웅전에는 창건 당시 안봉려관이 해남 대흥사에서 모셔온 17세기의 목조여래좌상이 안치되어 있다. 이 불상은 문화재 자료로 가치를 인정받아 제주특별자치도 문화재자료로 지정되었고 전체 높이가 66cm로 큰 규모에 속한다. 근대 제주불교 중흥기에 선봉 스님이 각 사찰마다 모시고 다니면서 그곳 불사에 힘을 실어주었다는 일화로 유명하다. 보덕사 경내에는 1992년에 석조 지장보살상을 봉안하였는데, 이로써 지장도량으로 거듭나며 중생제도에 앞장서고 있다. 제주 불교 중흥의 맥을 면면히 이어오고 있는 보덕사는 현재에도 소원성취를 기원하는 많은 불자들의 귀의처로 끊임없는 발길이 이어지고 있다."
보롬왓,제주특별자치도 서귀포시 번영로 2350-104,2714659,12,indoor,indoor:카페,A02,A0204,A02040800,역사관광지,발전소,기타,126.7525080052,33.4135241052,"보롬왓은 서귀포 표선면에 위치한 농장으로, 바람이 부는 밭이라는 뜻의 제주 방언이다. 밭이라는 명칭이 있는 만큼 청보리, 메밀 등 밭작물을 만날 수 있으며, 튤립, 유채꽃, 수국, 라벤더 등 아름다운 꽃들도 만나볼 수 있다. 꽃뿐만 아니라 닭, 소, 양, 염소 등 다양한 동물도 볼 수 있어 아이들과 함께 방문하기에도 좋다. 보롬왓 농장 내부에 있는 카페는 식물들을 감상하며 차를 마시며 여유를 즐길 수 있다."
보림사(제주),제주특별자치도 제주시 사라봉동길 61,316058,12,outdoor,indoor:박물관 | outdoor:산/오름,A02,A0201,A02010800,역사관광지,고궁,사찰,126.5462929822,33.5175093027,"보림사는 1957년에 창건되었으며 제주 사라봉 입구에 자리 잡고 있다. 절에는 대웅전, 법당, 천왕문, 보림사 부도, 보림사 탑 등이 있다. 특히 2002년 5월 15일 제주도 유형문화유산으로 지정된 목조관음보살좌상이 보림사 본존불로 봉안되어 있는데, 전라남도 순천 선암사에서 조선 후기에 제작된 불상으로 보림사 창건 당시 제주로 옮겨 온 것이다. 보림사는 제주 오름인 사라봉 초입에 있어서 불교 신자뿐만 아니라 제주도민과 관광객이 자주 찾는 곳이다. 보림사 사찰 주변에는 칠머리당영등굿 전수관, 모충사, 우당도서관, 국립제주박물관 등이 있어 제주도 여행길에 함께 둘러보는 것도 좋다."
보목포구,제주특별자치도 서귀포시 보목포로 46 (보목동),2738742,12,outdoor,indoor:몰 | outdoor:공원/산/섬,A01,A0101,A01011400,자연관광지,국립공원,항구/포구,126.6067745830,33.2392465705,"보목포구는 제주의 유명한 계절 음식인 자리물회가 유명한 곳이다. 자리돔이 제철인 매년 5월이 되면 보목포구에서 자리돔 축제가 열리기도 한다. 포구의 뒤쪽으로는 제주의 상징인 한라산이 병풍처럼 든든히 서있고, 앞바다에는 문섬과 섶섬이 떠있어 해가 질 때는 바다 위로 떨어지는 아름다운 일몰을 볼 수 있기도 하다. 보목포구는 계단길 포토존으로 유명하다. 보목포구 내에 위치한 보목해녀의 집에서 우측으로 가다 보면 작은 틈 사이가 있는데, 이곳에 바다로 향하는 계단길이 있다. 이곳이 SNS에서 유명세를 타고 있는 포토스폿이다. 푸른 바다와 하늘을 배경으로 사진을 찍을 수 있다. 다만, 만조 시간을 잘 확인하고 가야 한다."
보물섬펜션,제주특별자치도 서귀포시 성산읍 한도로242번길 10-11,733540,32,indoor,indoor:숙박/펜션/호텔 | outdoor:산/섬/야외,B02,B0201,B02010700,숙박시설,관광호텔,펜션,126.9317051480,33.4664517038,"제주도 서귀포에 있는 보물섬펜션은 제주올레길 1코스 성산일출봉에 위치한 아름다운 펜션이다. 여름이면 보물섬 내 해수풀장에서 일출봉과 바다를 배경으로 물놀이를 즐길 수 있다. 하얀색 비치 테이블과 비치 벤치 등이 서로 어우러져 남국의 이색적인 정취를 만끽할 수 있다. 8평, 10평, 17평, 19평형 객실 총 20개가 있고 부대 시설로 야외 바비큐장이 있다. SBS 드라마 <올인> 촬영지인 섭지코지가 근처에 있으며 차량으로 약 10분 거리에 제주아쿠아플라넷이 있다. 주변 가볼 만한 곳은 성산일출봉, 우도항, 제주올레길 1코스, 오조마을이 있다."
보성시장,제주특별자치도 제주시 동광로1길 32,992309,38,outdoor,indoor:쇼핑/시장/식당 | outdoor:산,A04,A0401,A04010200,쇼핑,5일장,상설시장,126.5279698982,33.5032716982,"제주 원도심 속에 있는 보성시장은 1972년에 개설되어, 50여 년 동안 자리를 지켜온 전통시장이다. 특유의 정감 가는 분위기로 제주시 상인들의 삶을 엿볼 수 있는 곳이다. 보성시장은 식당가와 정육, 수산물, 건어물, 빵집, 떡집, 수선집 등 다양한 종류의 점포가 들어서 있다. 장터에서 빠질 수 없는 먹거리도 풍성하다. 보성시장 최고의 먹거리는 제주식 전통 순대이다. 식당이 밀집해 있는 상가 내에는 대부분 순대를 전문으로 하는 식당이 주를 이루어 자연스레 순대 골목이 형성되었다. 제주식 전통 순대로, 식당 모두 각자 다른 특색을 보유하였으며 순대국밥, 모둠 순대, 순대 국수 등 다양한 순대 요리를 맛볼 수 있다."
복신미륵,제주특별자치도 제주시 동한두기길 7-6 (용담일동),129403,12,unknown,,A02,A0201,A02010700,역사관광지,고궁,유적지/사적지,126.5154401529,33.5155645816,"제주의 복신미륵은 한 쌍의 미륵으로 조선시대에 쌓은 제주성을 중심으로 동쪽에 있는 것은 동자복, 서쪽에 있는 것은 서자복이라고 한다.
동자복은 만수사 옛터인 민가 안에 자리하고 있으며, 마을의 평안과 여러 활동의 안전을 기원하는 석불로, 집안의 제액, 육아에 효험이 있다고 하여 제를 올렸으며, 제주성의 동쪽에서 성안을 수호하는 기능도 하였다.
서자복은 용화사 안에 자리하고 있으며 옛날 제주성의 서쪽에서 성 안을 수호하는 기능을 하였다 한다. 돌모자를 쓰고 있으며, 인자하게 내려다보는 눈, 우뚝한 코, 지그시 다문 입, 커다란 귀 등에서 자비로운 모습을 보여준다. 곁에는 남근을 상징하는 동자상이 서 있는데, 여기에 걸터앉아 치성을 드리면 아들을 낳는다고 믿고 있다. 매년 음력 2월 15일과 11월 15일이면 미륵을 위한 불공이 법당 안에서 행하여진다. 정확한 제작 시기는 알 수 없지만 고려시대로 추정하며, 고을을 수호하고 아들 낳기를 바라는 민간신앙과 불교의 결합을 보여주는 예이다."
복자씨연탄구이,제주특별자치도 서귀포시 성산읍 해맞이해안로 2764,2758837,39,indoor,indoor:식당/음식점/카페 | outdoor:산,A05,A0502,A05020100,음식점,한식,한식,126.9197672298,33.4692039841,복자씨 연탄구이는 탁 트인 제주 바다를 감상하며 제주 근고기를 맛볼 수 있는 식당이다. 대표 메뉴인 흑돼지 근고기는 목살과 오겹살을 섞어 600g 기준으로 제공되며 직원들이 연탄불에 직접 구워주니 어떻게 구우면 맛있을지 고민할 필요가 없다. 육즙 가득 쫀득쫀득 탱탱하게 구워진 고기를 다 먹을 즈음 입가심으로 먹을 수 있는 김치찌개에도 돼지고기가 듬뿍 들어간다. 새콤하고 시원한 열무김치 국수는 입안의 기름기를 산뜻하게 씻어준다. 2층의 고객 전용 무료카페에서는 식사 후 커피 한잔 마시기에도 좋고 웨이팅이 있을 때 편하게 앉아서 기다리기에도 좋은 공간이다.
본카페,제주특별자치도 제주시 애월읍 애월해안로 179,3065203,39,indoor,indoor:음식점/카페 | outdoor:공원/해변/해수욕장/해안,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.3320877343,33.4678141833,"애월항 인근 애월해안로에 있는 본 카페는 바다가 보이는 자리에서 커피를 마시며 여유를 즐길 수 있는 카페이다. 반려동물과 함께 바다를 배경으로 사진을 찍을 수 있는 포토존이 있다. 2층 건물의 내부는 편안한 좌석과 인테리어로 구성되어 있고, 주전부리와 기념품, 장난감 등을 진열하여 판매하고 있다. 대표메뉴는 눈과 입을 즐겁게 해주는 더블망고스무디이고 우도땅콩라떼와 청귤에이드도 인기 있다. 또, 다쿠아즈, 스콘 조각 케이크 등 다양한 디저트가 준비되어 있다. 카페 주변에는 애월항, 애월방파제, 애월한담공원, 한담해변, 곽지해수욕장, 제주올레길16코스 등 많은 관광지가 있다."
본태박물관,제주특별자치도 서귀포시 안덕면 산록남로762번길 69 (안덕면),1798082,14,mixed,indoor:박물관/전시 | mixed:복합,A02,A0206,A02060100,역사관광지,박물관,박물관,126.3919251089,33.3033416520,"본태박물관은 ‘본래의 모습’이라는 의미를 담고 있다. 이름의 뜻 그대로 오랜 세월의 흔적에 가려져 있던 문화 본연의 모습을 탐색하는 아름다운 문화 공간이 되고자 설립되었다. 건축계의 노벨상인 프리츠커상을 수상한 건축가 안도 다다오가 설계한 본태박물관은 그의 트레이드마크인 노출콘크리트에 빛과 물을 건축 요소로 끌어들여 건축과 주변과의 조화를 고려하는 안도 다다오의 건축 철학이 담겨 있다. ‘제주도 대지에 순응하는 전통과 현대’를 컨셉으로 설계를 진행하였으며, 박물관을 두 개의 공간으로 나누어 전통공예품과 현대 미술품을 위한 전시 공간으로 구성했다. 또한, 본태박물관은 아름다운 우리의 전통 공예품과 피카소, 쿠사마 야요이, 백남준, 로버트 인디애나 등 세계적인 작가들의 현대 미술품을 통해 새로운 미래가치를 탐색하고자 하며, 전시뿐 아니라 자선사업, 교육, 세미나, 강연 등 다양한 활동을 펼치고 있는 복합문화공간이다. 사람과 사람, 자연과 건축, 전통과 현대, 세계와 한국이 서로 만나 아름다움으로 한국문화 정체성을 정립하고 세계인의 감성을 움직여, 보다 윤택하고 풍요로운 우리의 미래를 가꾸어 보고자 한다."
볼스카페,제주특별자치도 서귀포시 일주서로 626 (회수동),2851090,39,indoor,indoor:실내/음식점/카페,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.4424940592,33.2534285165,"볼스카페는 제주 서귀포시 중문동, 중문고등학교 근처에 위치한 감성적인 카페로, 제주도의 오래된 귤 창고를 개조해 만든 독특한 공간이다. 겉에서 보면 빈티지한 외관이 눈길을 끌고, 카페 앞쪽에는 넓은 공터가 펼쳐져 있어 탁 트인 개방감을 느낄 수 있다. 내부로 들어서면 높은 천장에서 자연광이 부드럽게 쏟아져 들어오며, 실내 곳곳에 배치된 다양한 식물들과 플랜테리어 요소들이 어우러져 따뜻하고 생기 있는 분위기를 자아낸다.  이색적인 분위기의 인테리어와 조화로운 색감 덕분에 사진 찍기에도 좋다. 볼스카페의 메뉴는 하늘색 민트라떼 위에 크림이 올라간 볼스라떼와 그 외에도 진한 풍미의 제주 그린티 라떼, 향긋한 얼그레이 밀크티, 제주 제철 과일로 만든 생과일 주스, 무더운 날씨에 잘 어울리는 빙수 등 다양한 음료와 디저트가 준비되어 있어 입맛에 따라 골라 즐길 수 있다."
봉성식당,제주특별자치도 제주시 봉성로 66,2852023,39,indoor,indoor:식당/음식점 | outdoor:산/해수욕장,A05,A0502,A05020100,음식점,한식,한식,126.3126266402,33.4187193119,"봉성식당은 제주시 애월읍 봉성리 어도초등학교 근처에 있는 돼지고기 구이집이다. 수많은 연예인들이 다녀갔고 축구 스타 손흥민 선수도 먹고 갈 만큼 유명한 맛집이다, 고기는 흑돼지와 백돼지의 목살과 오겹살을 판매하고 제주산 생고사리와 함께 구워 먹는 것이 별미다. 고사리는 추가 시 별도의 요금을 받는다. 얼음 띄워 나오는 열무국수와 얼큰한 김치찌개도 맛있다. 근처 여행지로 곽지해수욕장이 있다."
봉순이네흑돼지,제주특별자치도 서귀포시 대정읍 영어도시로 64,2756099,39,indoor,indoor:음식점 | outdoor:야외/정원,A05,A0502,A05020100,음식점,한식,한식,126.2795632114,33.2778093738,"제주 서귀포에 위치한 봉순이네 흑돼지는 개방된 넓은 정원의 야외 테이블들 옆으로 싱그러운 귤나무들이 있어 초록 가득한 분위기에서 식사를 즐길 수 있는 것이 특징이다. 맛은 물론 친절한 서비스에 분위기까지 삼박자 모두 갖춘 봉순이네 흑돼지구이는 실제 맛본 후  고개가 절로 끄덕여지는 맛 덕분에 재방문하는 손님들이 많으며 찌개 맛도 훌륭해 함께 사랑받는 메뉴이다. 나영석 PD의 단골 음식점으로 유명해 대기시간이 긴 편이니 예약하고 방문하는 것을 추천한다. 주변 관광지로는 제주 곶자왈과 카멜리아힐, 오설록티뮤지엄 등이 있다."
봉주르마담,제주특별자치도 서귀포시 대청로 33 (강정동),2871913,39,indoor,indoor:베이커리/음식점/카페 | mixed:월드,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.5033360199,33.2527962138,"봉주르마담은 제주 월드컵경기장 근처 주택가에 자리 잡고 있는 프랑스 스타일의 베이커리다. 유기농 밀가루, 유기농 생크림, 유기농 버터 등의 재료만을 사용해 건강하고 깊은 풍미의 빵을 만든다. 이곳의 대표 메뉴로는 밀푀유 앙버터, 앙버터 프레즐, 빵스위스, 그리고 촉촉한 포르투갈식 에그타르트가 있다. 다양한 빵 외에도 마담치즈케이크, 당근케이크와 같은 디저트류도 준비되어 있다. 또한 카페라떼, 바닐라빈 라떼 등 커피 음료도 함께 판매하고 있어 빵과 디저트, 음료를 한 번에 즐길 수 있는 점이 큰 매력이다. 워낙 종류가 다양해 개인의 취향에 맞게 골라 즐길 수 있다."
부두식당 / (주)부두식당,제주특별자치도 서귀포시 대정읍 하모항구로 62,2758848,39,indoor,indoor:식당/음식점 | outdoor:산,A05,A0502,A05020100,음식점,한식,한식,126.2510586602,33.2188543277,"식당 대표가 직접 운영하는 배에서 잡아 올린 싱싱한 생선회와 해산물들을 푸짐하게 먹을 수 있는 모슬포항의 대표 향토 음식 전문점이다. 45년 전통의 대물림 맛집으로 현지에서도 유명하고, 각종 전파를 타 유명인들에게도 인기가 있다. 주메뉴는 대방어 회이며 고등어, 다금바리, 줄돔, 참돔, 잡어 등을 회로 즐길 수 있다. 그 외에도 여러 스페셜과 세트 메뉴는 회뿐만 아니라 튀김, 구이, 탕 등 바다를 느낄 수 있는 다양한 맛을 즐길 수 있어 제주를 맛보고 싶은 관광객에게 손꼽히는 식당 중 한 곳이다. 점심에는 미역국, 갈칫국, 회덮밥 등의 단품 메뉴도 맛볼 수 있어 가벼운 식사를 즐기고 싶은 사람들이 찾기에도 좋다."
부부요리단,제주특별자치도 서귀포시 월드컵로 63 (법환동) 1층,3444948,39,indoor,indoor:식당/음식점/호텔 | mixed:월드,A05,A0502,A05020100,음식점,한식,한식,126.5059832166,33.2437000371,"부부요리단은 제주특별자치도 서귀포시 월드컵로 63에 위치한 일식 전문점이다. 
이곳은 롯데호텔 일식당 출신의 셰프 부부가 운영하는 곳으로, 일본 가정식 요리를 선보인다. 
대표 메뉴로는 삼단 정식과 장어덮밥이 있으며, 삼단 정식은 다양한 반찬과 일본식 영양밥인 고모쿠고항으로 구성되어 있다. 
또한, 부드러운 차완무시와 꽃게 된장국 등도 제공되어 정갈한 일본 가정식의 맛을 느낄 수 있다. 
예약제로 운영되므로 방문 전 예약이 필요하다."
부온,제주특별자치도 제주시 구남동2길 26,2899586,39,indoor,indoor:식당/음식점 | outdoor:산,A05,A0502,A05020300,음식점,한식,일식,126.5352862427,33.4894650097,"부온은 소바, 연어, 튀김을 메인으로 하는 일식당이다. 가쓰오부시와 간장류들로 48시간 동안 끓여내는 육수와 매일 아침 작업하는 생연어, 그리고 주문과 동시에 바로 조리된다. 슬로우 푸드를 지향하여 20분쯤 느긋하게 기다리는 것을 각오해야 하지만 맛집으로 소문나 있다. 튀김류는 주문이 밀릴 시 20~30분 정도 소요된다. 겨울의 대표메뉴는 싱상한 국내산 굴이 들어간 굴이 들어간 온소바이다. 기본 냉소바 위에 연어 5점이 올라간 연어 소바, 유부가 올려진 깔끔한 유부 소바, 항정살 돼지고기와 대파, 마늘을 특제 소스에 볶아내 불맛이 가득한 대파항성살소바, 부온의 노하우로 싱싱하고 야들야들한 연어가 올려진 연어덮밥 등의 다양한 메뉴가 있다."
부촌,제주특별자치도 서귀포시 동류암로 33,2847894,39,indoor,indoor:식당/음식점 | outdoor:산/해변,A05,A0502,A05020100,음식점,한식,한식,126.9169512735,33.4489783952,"부촌 식당은 제주 성산 광치기해변 근처에 있다. 구옥을 개조하여 운영하는 식당으로 갈치조림이나 고등어구이를 1인 메뉴로 주문할 수 있어 올레꾼이나 혼자 여행자들에게 인기가 많으며, 6~8가지 가정식 밑반찬과 함께 상차림이 푸짐하여 가족 여행자들도 많이 찾는 가성비 식당이다. 근처 여행지로 성산일출봉 광치기해변, 섭지코지 등이 있다."
북촌리 4·3길,제주특별자치도 제주시 조천읍 북촌3길 3,2661523,12,outdoor,indoor:기념관 | outdoor:공원/해변,A01,A0101,A01010500,자연관광지,국립공원,자연생태관광지,126.6886966222,33.5460528680,북촌리는 조천읍 동쪽 끝에 자리 잡은 해변마을이다. 이 마을은 일제강점기에는 항일운동이 많았고 해방 후에는 자치 조직이 매우 활성화되었던 곳이다. 1949년 1월 17일 세계사적으로 유래를 찾아볼 수 없는 대규모 민간인학살이 북촌리에서 자행됐다. 북촌마을은 주민 3백여명이 희생당하는 등 제주 4·3사건 최대의 피해마을 중 하나이다. 마을에서는 4·3사건 당시 제주도민이 겪은 통한의 역사에 공감하고 인권과 평화의 소중함을 알리고자 역사 교육 현장으로서 북촌리 4·3길을 조성했다. 북촌리 4·3길의 출발·도착지점인 너븐숭이 4·3기념관에서 4·3길 무료 해설을 신청할 수 있다.
불란지야시장,제주특별자치도 서귀포시 중문상로17번길 4 (중문동),2791430,38,indoor,indoor:쇼핑/시장/식당/실내 | outdoor:야외,A04,A0401,A04010200,쇼핑,5일장,상설시장,126.4240207301,33.2503257899,"불란지 야시장은 중문 오일장 초입에 자리하고 있는 곳이다. 불란지는 반딧불이의 제주 사투리로, 중문에 어둠이 깔릴 때 불이 켜진다. 싱싱한 활어회부터 파전, 토스트, 두루치기에 고기 국수까지, 가격과 입맛에 따라 음식을 골라 먹을 수 있는 재미가 있는 곳이다. 야시장에는 8개 정도의 식당이 모여 있는데, 실내보다는 야외 공간이 특히 인기 있다. 마음에 드는 야외 테이블에 자리 잡고 먹고 싶은 음식들을 각 식당에 주문한 뒤 먹으면 된다."
불탑사(제주),제주특별자치도 제주시 원당로16길 41 (삼양일동),317558,12,unknown,,A02,A0201,A02010800,역사관광지,고궁,사찰,126.5978743444,33.5291588377,"불탑사는 제주시 삼양동에 위치한 사찰로 대한불교조계종 제23교구 관음사의 말사이다. 불탑사는 원당봉 기슭에 자리하고 있다. 불탑사의 원찰인 원당사는 고려 말 제주도의 3대 사찰 중 하나였다. 1948년에 발생한 제주 4.3 사건 당시 사찰 대부분이 파손되었으며 1953년에 재건했다. 이후 여러 차례의 보수와 확장 작업을 거쳐 오늘에 이른다. 현재 경내에는 대웅전, 요사채, 종각, 천왕문 등이 있으며 특히 이곳에 보존된 오층석탑은 제주도 유일의 고려시대 석탑으로 1993년 11월 보물로 지정되었다."
붉은오름자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73,1898484,12,outdoor,indoor:센터/숙박 | outdoor:공원/산/숲길/오름/캠핑,A01,A0101,A01010600,자연관광지,국립공원,자연휴양림,126.6742707606,33.3952748674,"붉은오름자연휴양림은 자연을 전혀 훼손하지 않은 자연 그대로의 휴양림이다. 제주시와 서귀포시를 잇는 남조로에 접해 있어 대중교통으로 접근하기 쉽고, 휴양림 내부 대부분이 경사가 완만한 평지라서 남녀노소 모두 안전하게 자연을 느낄 수 있다. 주변에 붉은오름, 물찻오름, 가문이오름이 자리 잡고 있어 다양한 생태계를 보여준다. 온대, 난대, 한 대수종등 식물군을 다양하게 보유하고 있고, 수령 50년 이상의 삼나무림과 해송림, 천연림이 분포하고 있어 산림욕을 즐기기 좋은 장소이다. 봄에는 철쭉, 여름에는 시원한 녹음의 숲, 가을에는 아름다운 단풍, 겨울에는 설경을 볼 수 있는 자연휴양림이라 할 수 있다. 붉은오름자연휴양림 탐방코스는 붉은오름 정상으로 가는 붉은오름 등산로, 말찾오름과 이어지는 해맞이 숲길, 제주 상잣성을 감상할 수 있는 상잣성 숲길 그리고 노인, 어린이 등 남녀노소 모두가 안전하게 숲체험 할 수 있는 무장애 나눔 숲길이 있다. 휴양림 내에는 숙박시설인 숲 속의 집, 오토캠핑장을 비롯해 산림문화휴양관, 생태연못, 산림욕장, 잔디광장, 세미나실, 방문자센터, 다양한 산책로 등의 다양한 시설이 있다."
